content,type
"God sometimes brings us to a place
where answers can't be found...
Where we cannot see tomorrow,
for confusion all around.

Yet deep inside we realize
that all things work for good...
Even times when we've been wounded
and we feel misunderstood.

Don't dwell on the injustice
and stay focused on God's heart...
Find forgiveness and go on,
you can make a brand new start.",Religion
"They have torn the gold tettinx
From my hair;
And wrenched the bronze sandals
From my ankles.

They have taken from me my friend
Who knew the holy wisdom of poets,
Who had drunk at the feast
Where Simonides sang.

No more do I walk the calm gardens
In the white mist of olives;
No more do I take the rose-crown
From the white hands of a maiden.

I, who was free, am a slave;
The Muses have forgotten me,
The gods do not hear me.

Here there are no flowers to love;
But afar off I dream that I see
Bent poppies and the deathless asphodel. ",Nature
"Calm is all nature as a resting wheel.
The kine are couched upon the dewy grass;
The horse alone, seen dimly as I pass,
Is cropping audibly his later meal:
Dark is the ground; a slumber seems to steal
O'er vale, and mountain, and the starless sky.
Now, in this blank of things, a harmony, Home-felt, and home-created, comes to heal
That grief for which the senses still supply
Fresh food; for only then, when memory
Is hushed, am I at rest. My Friends! restrain
Those busy cares that would allay my pain;
Oh! leave me to myself, nor let me feel
The officious touch that makes me droop again. ",Nature
"Lady, is that you, with a citronella halo,
ghosting the mud-milk waters
with a laundry basket of kittens in one arm?
You are no mythic Saint Medard, sheltered
from rain beneath an eagle’s wing,
but a hands-on angel of the earthly kind—
sweaty, with a burden of buckets and bleach,
surefooted through labyrinths of debris.
You take meals in church parking lots,
thankful for whatever is served.
Some saints are untouchable behind glass,
but you ride in open boats
with mildew on the hem of your gown,
a calm commander of the Cajun Navy’s fleet.",Mythology
"Love is the salt, in the life-meal
If you taste it unsalted, many times hurt you feel

Love is something real, you cant pretend
If you have no feelings, give it an end

Love is a combination, that join two
Makes them one with passion true

Love is to feel good with all your deeds
When the phrase 'crazy change' your life leeds",Love
"Let me not to the marriage of true minds
Admit impediments. Love is not love
Which alters when it alteration finds,
Or bends with the remover to remove.
O no! it is an ever-fixed mark
That looks on tempests and is never shaken;
It is the star to every wand’ring bark,
Whose worth’s unknown, although his height be taken.
Love’s not Time’s fool, though rosy lips and cheeks
Within his bending sickle’s compass come;
Love alters not with his brief hours and weeks,
But bears it out even to the edge of doom.
If this be error and upon me proved,
I never writ, nor no man ever loved.",Love
"Autumn wind chases in
From all directions
And a thousand chaste leaves
Give way.

Scatter in me the seeds
Of a thousand saplings.
Let grow a grassy heaven.
On my brow: a sun.
This bliss is yours, Living
World, and alone it endures.
Music at midnight.
Young wine.
Lovers hand in hand
By daylight, moonlight.
Living World, hold me
In your mouth,

Slip on your frivolous shoes
And dance with me. My soul
Is the wild vine
Who alone has grasped it,
Who has seen through the awful plot,
Who will arrive in time to vanquish
The river already heavy with blossoms,
The moon spilling light onto packs
Of men. What is sadder than witless
Wolves, wind without borders,
Nationless birds, small gifts
Laden with love’s intentions?

Fistfuls of rain fall hard, fill
My heart with mud.  An old wind
May still come chasing in.
Resurrection fire. And me here
Laughing like a cloud in trousers,
Entreating the earth to bury me.",Nature
"You, rare as Georgia
snow. Falling

hard. Quick.
Candle shadow.

             The cold
spell that catches

us by surprise.
The too-early blooms,

tricked, gardenias blown about,
circling wind. Green figs.

   Nothing stays. I want
to watch you walk

the hall to the cold tile
bathroom—all

          night, a lifetime.",Love
"I once wrote some poetry - the best,
the finest POETRY
My POETRY came with a capital
""P"".
My POETRY was distinguished
POETRY, proper, complete line of
Verse POETRY - honorable,
prehistoric, geographical POETRY
Divine, instinctive, even religious
POETRY -
I sent it to the magazines
The very good magazines
The very best magazines -
They returned it to me every time!
I once wrote some inferior POETRY
Low in style, irregular in measure
POETRY
Undignified, trivial, absurd POETRY
inadequate, mischievous, comic
POETRY
Some stuff like this - A CRIME -
I sent it to the magazines
The very good magazines
The very best magazines",Love
"There is no act of forgiveness,
only the redeeming light on
the shoulders dancing in
tall weeds, cigarettes gone
and the girls slapping free.

The tortilla cart burns against
the wall because Jesus called
my brother who was acquired
by whistling gangs of men
under the hanging arch.

There can be no night without
the wind on shoulders exhausted
by games and messages my brother
lost between the darkness and
the bridge into Juarez, Mexico,

where no crows caw because
the buildings are torn and
flashlights are narrow in
their beaming stumble,
my thoughts the last ones
on this side of the river,

my sudden happiness hidden
in celestial light without being
appalled at what I see, my ears
to the ground listening to weeds
overrun by boys who canâ€™t spell
and are waiting for me without
knowing pilgrims are on the border.

Whatever kills them spares me
the journey to beg for purity
among unspoken Spanish
everyone fears in their greed.
The group doesnâ€™t know it is
what the river stones teach,
though I canâ€™t speak of them

because faith is prehistoric and
my brother is pursued by dust
storms that erase his footprints
across the back roads where he
loses his language of need.",Religion
"And the Lord said unto Cain, Where is Abel thy brother? And he said, I know not: Am I my brotherâ€™s keeper? And He said, What hast thou done? The voice of thy brotherâ€™s blood crieth unto Me from the ground. And now art thou cursed from the earth, which hath opened her mouth to receive thy brotherâ€™s blood from thy hand. When thou tillest the ground, it shall not henceforth yield unto thee her strength; a fugitive and a vagabond shalt thou be in the earth.",Religion
"Are you endlessly searching?
Yet still looking for God?
But never can find him
That is really quite odd.

You need to look nearer
The solution is true.
That God is much closer
For God is with YOU.

Each time you respond
To the need of another,
A Partner, a stranger,
Your Father or Mother",Religion
"Why does she come alone to this obscure basement—
She who should have a litter and hand-maidens to support her on either side?

She ascends the stairway, and the waiters turn to look at her, spilling the soup.
The black satin dress is a little lifted, showing the dropsical legs in their silken fleshings. . .
The mountainous breasts tremble. . .
There is an agitation in her gems,
That quiver incessantly, emitting trillions of fiery rays. . .
She erupts explosive breaths. . .
Every step is an adventure
From this. . .
The serpent’s tooth
Saved Cleopatra.",Mythology
"You move upon the earth as one
     New lit from off the car
That God Apollo guides, the Sun—
     And in your hand, a Star;
For in your perfect form unite
     Divided hemispheres,
The joy of day, the bliss of night—
     Sun raptures, moonlit tears.
These words of love, I tell them o’er,
     As monk his rosary—
We know the visions we adore
     Are bright Reality.",Mythology
"The sun smiles,
forcefully examining the bitterness of the leaves
that have become
crushed under the weight
of the eveâ€™s rainfall.

I look on,
curiously wondering
why the sun seems to give light,
to even the most shattering
displays of natureâ€™s fury.

I am broken, I think.
The sun has never fixed me.

Outside the drops of rain evaporate steadily.
Dew, which once subsided in even the most porous
of surfaces
has all but disappeared,
confronted instead
by a warmth as steady
as the sun is iridescent.",Nature
"I put those things there.ï¿½See them burn.
The emerald the azure and the gold
Hiss and crack, the blues & greens of the world
As if I were tired. Someone interferes
Everywhere with me. The clouds, the clouds are torn
In ways I do not understand or love.

Licking my long lips, I looked upon God
And he flamed and he was friendlier
Than you were, and he was small. Showing me
Serpents and thin flowers; these were cold.
Dominion waved & glittered like the flare
From ice under a small sun. I wonder.

Afterward the violent and formal dancers
Came out, shaking their pithless heads.
I would instruct them but I cannot now,ï¿½
Because of the elements. They rise and move,
I nod a dance and they dance in the rain
In my red coat. I am the king of the dead.",Religion
"If you have a cold
Or even worse the flu
Then just tell me and…
I will pray for you

If you have done a sin
And it is stuck like glue
Then just give me a call and…
I will pray for you

If someone close has died
Or another family issue
As soon as I find out…
I will pray for you",Religion
"Stars rising like something said, something never
To be forgotten, shining forever—look

How still they are.

                Blind hunter crawling
Toward sunrise, then healed. 

He opened his eyes to find her waiting

—Afraid—and together they traveled
Lightly: requiring nothing

But a sense that the road beneath them stretched
Forever. At the edge

He entered the water, swam so far
That he became a speck: his body

Washed ashore, then raised to where we see it now—
The belt, the worn-out sword. I’m not

Afraid—",Mythology
"Nature the gentlest mother is,
Impatient of no child,
The feeblest of the waywardest.
Her admonition mild

In forest and the hill
By traveller be heard,
Restraining rampant squirrel
Or too impetuous bird.

How fair her conversation
A summer afternoon,
Her household her assembly;
And when the sun go down,

Her voice among the aisles
Incite the timid prayer
Of the minutest cricket,
The most unworthy flower.

When all the children sleep,
She turns as long away
As will suffice tolight her lamps,
Then bending from the sky

With infinite affection
An infiniter care,
Her golden finger on her lip,
Wills silence everywhere.
",Nature
"This misalliance
follows the custom
for female children
To adhere to maternal practices

While the atheist father presides over   
the prattle of the churchgoer
with ironical commentary    from his arm-chair

But by whichever
religious route
to brute
reality
our forebears speed us

There is often a pair
of idle adult
accomplices in duplicity
to impose upon their brood

an assumed acceptance   
of the grace of God
defamed as human megalomania

seeding the Testament
with inconcievable chastisement

and of Christ
who
come with his light
of toilless lilies
To say â€œfear
not   it is Iâ€
wanting us to be fearful

He who bowed the ocean tossed   
with holy feet
which supposedly dead

are suspended over head   
neat-
ly crossed in anguish   
wounded with red
varnish

From these
slow-drying bloods of mysticism   
mysteriously
the something-soul emerges   
miserably

and instinct (of economy)   
in every race
for reconstructing debris   
has planted an avenging face   
in outer darkness

              . . .

The lonely peering eye   
of humanity
looked into the NÃ©ant   
      and turned away

              . . .

Ovaâ€™s consciousness
impulsive to commit itself to justice   
â€”to arise and walk
its innate     straight way
out of the
accidence of circumstanceâ€”

collects the levitate chattels   
of its will and makes for the   
magnetic horizon of liberty   
with the soulâ€™s foreverlasting   
opposition
to disintegration

So this child of Exodus
with her heritage of emigration
often
â€œsets out to seek her fortuneâ€
in her turn
trusting to terms of literature
dodging the breedersâ€™ determination
not to return â€œentities sent on consignmentâ€   
by their maker Nature
except in a condition
of moral
effacement

Lest Paul and Peter   
never
notice the creatures   
ever had had Fathers   
and Mothers

They were disgraced in their duty
should such spirits
take an express passage
through the family bodies
to arrive at Eternity
as lovely     as they originally   
promised

So on whatever days
she chose to â€œrun awayâ€
the very
street corners of Kilburn
close in upon Ova
to deliver her
into the hands of her procreators

Oracle of civilization
â€˜Thou shalt not live by dreams alone   
but by every discomfort
that proceedeth out of
legislationâ€™",Religion
"

According to Brueghel
when Icarus fell
it was spring

a farmer was ploughing
his field
the whole pageantry

of the year was
awake tingling
near

the edge of the sea
concerned 
with itself

sweating in the sun
that melted
the wings’ wax

unsignificantly
off the coast
there was

a splash quite unnoticed
this was
Icarus drowning
",Mythology
"Love ere he bleeds, an eagle in high skies,
Has earth beneath his wings: from reddened eve
He views the rosy dawn. In vain they weave
The fatal web below while far he flies.
But when the arrow strikes him, there's a change.
He moves but in the track of his spent pain,
Whose red drops are the links of a harsh chain,
Binding him to the ground, with narrow range.
A subtle serpent then has Love become.
I had the eagle in my bosom erst:
Henceforward with the serpent I am cursed.
I can interpret where the mouth is dumb.
Speak, and I see the side-lie of a truth.
Perchance my heart may pardon you this deed:
But be no coward:--you that made Love bleed,
You must bear all the venom of his tooth!",Love
"In the land where all is forgotten, where no one remembers anything,
birds cut off their beaks to share your sorrow, Little Torn Shoe.
Twice of half a moon throbbed, swollen. I don’t know what
you mourned. This tale was lost among the chestnut trees,
where I found it and brought it to you. Little Bird of Many Colors,
you are the kind who confuses wondering with wandering.
You wonder around. Under your braids, a bright light.
Little Pink Apple, life does not taste as good as it should.
After all, there is always something better. We choose the best
of what is before us, but much is not before us. In the story,
a boy chose the horse called Thought over the one called Wind.
Thinking swiftly, he rode to you. His sack of apples turned
to a sack of rats; his sack of pears to parrots repeating
happy, happy, happy . . . Little Gold Pin, many things we tell
our children are kind but not true. The reverse is also true.
You were crying in the chestnut trees. There was no telling
the leaves from the leaf-shaped spaces between them.
I don’t know what you mourned, Little Winter Deer, the birds
mute and bleeding all around you. I know you want to forget
that last part. And here a cup got broken. Everyone should now go home. ",Mythology
"

Let them come for what’s left:
a chorus of bone, river and soot.
Worthy enough. Holy enough. 

Like all the others, singular—or not.
Wanting only for your name to blue 
my lips and call it miracle. 

Our love double-knotted, saddle-stitched
held the world together. Until it didn’t—
all the words you placed in me flushed
and faltered. From memory, I recited 
their worn prattle—cut them clean 
with my bite. The jungle we made in blame 

grew and grew, fed on our melancholy. 
Not even the birds knew to change their songs. 

",Mythology
"Some think your commendation you deserve,
‘Cause you of old Augustus did preserve.
Why did you still prolong that fatal breath, 
That banish’d Ovid, and was Tully’s death? 
But I suppose that neither of ‘em you, 
Nor Orator nor Poet ever knew; 
Wherefore I wonder not, you shou’d comply, 
And the Worlds Tyrant so far gratify. 
Thou truly to all Tyrants art of use, 
Their madness flies before thy pow’rful juice. 
Their heads with better wreaths, I pri’thee, crown, 
And let the World in them thy kindness own. 
At thy command forth from its scorched Heart,
Of Tyrants Love the greatest does depart. 
False Love, I mean; for thou ne’r try’st t’expel 
True Love, who, like a good King, governs well. 
Justly that Dog star, Cupid, thou do’st hate, 
Whose fire kills Herbs, and Monsters does create. ",Mythology
"Learn to count your many blessings,
Though this may be hard to do,
Because the numbers are so many,
To bring them all into your view.

Dwell not on mistakes of the past,
With thoughts that only subtract
Taking away your peace and joy,
When to negative thoughts you re-act.

Think on the many pluses in life,
That God has been sending your way,
So thank Him with a grateful heart
Give additional praise each day.",Religion
" Dark smouldering eyes
Shiver ran up my spine
Seething anger inside
His eyes looked straight into mine
Minutes stretching wide
So majestic and acquiline
Frozen to the core, my body numb
His body taut, ready to spring
If the glass had not been there, I would've succumbed
Giving me a last look, he soared up spreading his wings
",Nature
"Do I have to dress up or can I wear jeans? Dear Joaquin,
casual Sunday is a plus! Can a woman be fully present in heels?
Remember the other day at the shops, we saw the T-shirt that
read ï¿½Blessedï¿½ across the front? I know

you picked it up for me as a joke, but it made me pause. I think
I am blessed in the way I understand people to mean it: having
good fortune. But this is where faith messes with my clean concept,
because practicing Christians donï¿½t believe blessings come

out the clear blue sky. So hereï¿½s God again, all up in the Kool-Aid.
Iï¿½m dating myself, but I mean that He gets in the way of
spiritual minimalism. He is at once contained and uncontainable,
which, intellectually, is hard to understand. So being blessed

must require that one acts in such a way that presses God to bestow
blessings, which isnï¿½t the same thing as good fortune, but I want
to believe that people are saying, ï¿½You have such good fortune,
I hope for good fortune, too,ï¿½ because it means that no one is

preaching at me like, ï¿½You have good God-God,ï¿½ ï¿½Father
God I hope He Gods for us, too,ï¿½ ï¿½You got God?ï¿½ Et cetera.",Religion
"She looked over his shoulder
       For vines and olive trees,
     Marble well-governed cities
       And ships upon untamed seas,
     But there on the shining metal
       His hands had put instead
     An artificial wilderness
       And a sky like lead.

A plain without a feature, bare and brown,
   No blade of grass, no sign of neighborhood,
Nothing to eat and nowhere to sit down, 
   Yet, congregated on its blankness, stood
   An unintelligible multitude,
A million eyes, a million boots in line, 
Without expression, waiting for a sign.

Out of the air a voice without a face
   Proved by statistics that some cause was just
In tones as dry and level as the place:
   No one was cheered and nothing was discussed;
   Column by column in a cloud of dust
They marched away enduring a belief
Whose logic brought them, somewhere else, to grief.

     She looked over his shoulder
       For ritual pieties,
     White flower-garlanded heifers,
       Libation and sacrifice,
     But there on the shining metal
       Where the altar should have been,
     She saw by his flickering forge-light
       Quite another scene.",Mythology
"
In a new translatorâ€™s version of Genesis, thereâ€™s no Adam.
No serpent. In paradise, I donâ€™t bleed. Fig leaf-free girl,
dear God, I say as we converse fluently without tongues,
joined as two spice-drenched beloveds in a song of songs,
could we please ask the gardener to plant a pomegranate grove
by a stand of non-fruiting olive cultivars, which donâ€™t bloom
and arenâ€™t so messy? Honey, I am the gardener, says God,
whose anthropomorphic footfalls caress the afternoon cool.
Wolves in our botanical garden ask nothing of any human,
eyes the hue of clementines plucked green off a young tree,
one of five in my orchard, per telltale ringless left finger:
fig, clementine, kumquat, oroblanco, and lemon. If I reside
in paradise, then I get to eat all the fruit I want, all day long.
No problem, says God, who calls me a little pouch of myrrh.
An eagle locks eyes with mine. A dove by the pool adores
the wolves as she coos, gold-amber, one stoneâ€™s throw away.
Each one carries a scent: snowy owls of shuttered skies, elk,
bobcats, melanin-rich skin of a feckless human. In paradise,
wolves and doves coexist. Once, a clementine sat forgotten
in my purse until it acquired the spots of a leopard. A world
in a lionâ€™s eye is kohl-lined gold. Aloes and sage carve a path
through a brushy stand of Joshua trees, one which God made
after lightning struck the agave and scrub oak. Joshua trees
are chuppah arches double-wreathed with burrs, scales, fur.
Joshuas arenâ€™t guys, so yucca moths activate their ovaries.
Wolves do not question why a male is missing in paradise.
Yes, yucca moths take care of it. Coyotes do not question
the human. Why Iâ€™m not married, why childless, howling,
and whether weâ€™ve reached the century when God invents
a gossamer mousse garnished with absinthe-laced cherries
served in hand-fired ceramic espresso cups, a dessert to taste
together for the first time after we invent a miniature spoon
no larger than a bee hummingbird, tiniest in all creation.

",Religion
"Whose woods these are I think I know.
His house is in the village though;
He will not see me stopping here
To watch his woods fill up with snow.

My little horse must think it queer
To stop without a farmhouse near
Between the woods and frozen lake
The darkest evening of the year.

He gives his harness bells a shake
To ask if there is some mistake.
The only other sound’s the sweep
Of easy wind and downy flake.

The woods are lovely, dark, and deep.
But I have promises to keep,
And miles to go before I sleep,
And miles to go before I sleep. ",Nature
"Across the dunes, in the waning light,
The rising moon pours her amber rays,
Through the slumbrous air of the dim, brown night
The pungent smell of the seaweed strays—
     From vast and trackless spaces
       Where wind and water meet,
         White flowers, that rise from the sleepless deep,
             Come drifting to my feet.
     They flutter the shore in a drowsy tune,
       Unfurl their bloom to the lightlorn sky,
         Allow a caress to the rising moon,
             Then fall to slumber, and fade, and die.",Nature
"About the Shark, phlegmatical one, 
Pale sot of the Maldive sea, 
The sleek little pilot-fish, azure and slim, 
How alert in attendance be. 
From his saw-pit of mouth, from his charnel of maw 
They have nothing of harm to dread, 
But liquidly glide on his ghastly flank 
Or before his Gorgonian head: 
Or lurk in the port of serrated teeth 
In white triple tiers of glittering gates, 
And there find a haven when peril’s abroad, 
An asylum in jaws of the Fates! 
They are friends; and friendly they guide him to prey, 
Yet never partake of the treat— 
Eyes and brains to the dotard lethargic and dull, 
Pale ravener of horrible meat.",Mythology
"When we ‘lose’ someone
we seldom see these days,
yet always love, we are in some strangely beautiful way
the gainers –

lose someone who, caught a glimpse of
down a school corridor, is like
a mirror in which you’ll see reflected
yourself as nothing but pure love…

and when you meet her then, it’s just as if
you meet love – and a modesty almost uncertain:
as if she had been bestowed the awesome gift
of a part of sun and sunlight, and told,
bestow this wisely…

warmth, and light, and beautiful humility –
even your great talent – I recall
a rare and radiant press review
of a concert in the Purcell Room
where you improvised on, was it, Ravel..?

and when asked why you never built
upon that boost, you said with typical
serious thought, well people don’t seem
to be interested in that sort of thing",Love
"The starlings choose one piece of sky above the river

      and pour themselves in. Like a thousand arrows 

              pointing in unison one way, then another. That bit of blue

      doesn’t belong to them, and they don’t belong to the sky,

or to the earth. Isn’t that what you’ve been taught—nothing is ours?
   
      Haven’t you learned to keep the loosest possible hold?

              The small portion of sky boils with birds.

       Near the river’s edge, one birch has a knot so much

like an eye, you think it sees you. But of course it doesn’t.",Nature
"Where the bee sucks, there suck I:
In a cowslip’s bell I lie;
There I couch when owls do cry.
On the bat’s back I do fly
After summer merrily.   
Merrily, merrily shall I live now
Under the blossom that hangs on the bough.",Mythology
"I read her to see her
And see her to perceive her.
Perceive that her mind touch
I love more, she thinks of ‘much’.

O prisoner of time
Love has a rhythm love has a rhyme!
I love to love her not to love
In the space there no down no above!

See the cutaneous sensation, see see
Oh sweet the lil boy propel pee-pee!

I love to love her not to love
In the space there no down no above!

Who is she?
She is she plus he!
Pouring sun moon star flower in her words she comes to me to say- I want stay naked alike not a jaybird so that all onlooker can say I am not unclothed. And I know, enclothing because of unclothing!",Love
"When we are old and these rejoicing veins
Are frosty channels to a muted stream,
And out of all our burning their remains
No feeblest spark to fire us, even in dream,
This be our solace: that it was not said
When we were young and warm and in our prime,
Upon our couch we lay as lie the dead,
Sleeping away the unreturning time.
O sweet, O heavy-lidded, O my love,
When morning strikes her spear upon the land,
And we must rise and arm us and reprove
The insolent daylight with a steady hand,
Be not discountenanced if the knowing know
We rose from rapture but an hour ago.
",Love
"Every one is each love

Some thing...

Some budy love god

Some budy love butterfly's

Some budy love dog's

Some budy love sex...!

Some budy love painting'S

Some budy love money

Somebudy something love

The life...

Something is hear

Many thing and anything

Love the men and women's

For life day's

Life is a not for life

Heart of love love

All ways love love.",Love
"At the bottom of my garden
There's a hedgehog and a frog
And a lot of creepy-crawlies
Living underneath a log,
There's a baby daddy long legs
And an easy-going snail
And a family of woodlice,
All are on my nature trail.

There are caterpillars waiting
For their time to come to fly,
There are worms turning the earth over
As ladybirds fly by,
Birds will visit, cats will visit
But they always chose their time
And I've even seen a fox visit
This wild garden of mine.

Squirrels come to nick my nuts
And busy bees come buzzing
And when the night time comes
Sometimes some dragonflies come humming,
My garden mice are very shy
And I've seen bats that growl
And in my garden I have seen
A very wise old owl.

My garden is a lively place
There's always something happening,
There's this constant search for food
And then there's all that flowering,
When you have a garden
You will never be alone
And I believe we all deserve
A garden of our own. ",Nature
"The owner smiles as if she knows me
and pulls out a chair. Beside the doorway
a copper basin lies on its side. Nana Ross had one
just like it, in the kitchen, behind the grocery shop.

As a child I imagined my soul was that color
and sanctifying grace was red, dripping
rosary-like, a kind of divine sweat that smelt
of frankincense, myrrh, milk and straw.

By age nine I had committed a mortal sin,
let Nicki Walshe touch me there and didnâ€™t tell,
made a bad confession, took communion
paper thin and white on my black-spotted tongue.

Nana sprinkled us with holy water,
gave me a blessed rosary from Lourdes,
all blue and purple it was, but I lost it
like I lost the library book, sins mounting up;

the row over contraception with a priest
in the confessional box in Stillorgan.
Sister Anne, white musty face, those thin lips
â€œHow dare you, a girl, question holy men.â€

Lying bare-breasted in the long grass with CiarÃ¡n,
drinking Guinness followed by Harvey Wallbangers,
vomiting it all up on Pearse Street,
a guy from Tuam holding my forehead.

Walking away from my fatherâ€™s house, my marriage,
my job, to dance barefoot in a circle of women
who prayed with wrists, hips, feet and drums,
bellies painted gold, Magdalene red.

In the Duomo di Firenze the air stinks of old blood,
paintings heavy with pigment and suffering.
I rinse my mouth with the Signoraâ€™s wine
and that copper basin is only a basin, a thing.",Religion
"The angel is barely
speaking        to me
Once in a horn of light
he stood       or someone like him
salutations in gold-leaf
ribboning from his lips

Today again        the hair streams
to his shoulders
the eyes reflect      something
like a lost country       or so I think
but the ribbon has reeled itself
up
    he isn’t giving
or taking any shit
We glance miserably
across the room       at each other

It’s true       there are moments
closer and closer together
when words stick       in my throat
                                          ‘the art of love’
                                          ‘the art of words’
I get your message Gabriel
just        will you stay looking
straight at me
awhile longer",Mythology
"Life is but a stopping place,
a pause in what's to be,
A resting place along the road,
to sweet eternity.

We all have different journeys, 
different paths along the way,
We all were meant to learn some things,
but never meant to stay...

Our destination is a place,
far greater than we know.
For some the journey's quicker,
for some the journey's slow.

And when the journey finally ends,
we'll claim a great reward,
And find an everlasting peace,
together with the Lord",Religion
"To whom thus spake the herdsman of the herd,
Pausing a moment from his handiwork:
""Friend, I will solve thy questions, for I fear
The angry looks of Hermes of the roads.
No dweller in the skies is wroth as he,
With him who saith the asking traveller nay.

 
""The flocks Augeas owns, our gracious lord,
One pasture pastures not, nor one fence bounds.
They wander, look you, some by Elissus' banks
Or god-beloved Alpheus' sacred stream,
Some by Buprasion, where the grape abounds,
Some here: their folds stand separate. But before
His herds, though they be myriad, yonder glades
That belt the broad lake round lie fresh and fair
For ever: for the low-lying meadows take
The dew, and teem with herbage honeysweet,
To lend new vigour to the horned kine.
Here on thy right their stalls thou canst descry
By the flowing river, for all eyes to see:
Here, where the platans blossom all the year,
And glimmers green the olive that enshrines
Rural Apollo, most august of gods.",Mythology
"Dim vales—and shadowy floods—
     And cloudy-looking woods,
     Whose forms we can’t discover
     For the tears that drip all over
     Huge moons there wax and wane—
     Again—again—again—
     Every moment of the night—
     Forever changing places—
     And they put out the star-light
     With the breath from their pale faces.
     About twelve by the moon-dial
     One, more filmy than the rest
     (A kind which, upon trial,
     They have found to be the best)
     Comes down—still down—and down
     With its centre on the crown
     Of a mountain’s eminence,
     While its wide circumference
     In easy drapery falls
     Over hamlets, over halls,
     Wherever they may be—
     O’er the strange woods—o’er the sea—
     Over spirits on the wing—
     Over every drowsy thing—
     And buries them up quite
     In a labyrinth of light—
     And then, how deep!—O, deep!
     Is the passion of their sleep.
     In the morning they arise,
     And their moony covering
     Is soaring in the skies,",Nature
"What will I tell God on judgment day
When the pages of my life begin to unfold
How will I react to what He has to say
When everything about me is disclosed

What will I tell God on judgment day
When I stand wit my head bowed low
Will I have to defend he life I made
While living on the earth below",Religion
"one narcissus
draws close to another
like the only
two adolescent boys
in the universe",Mythology
"Dear Saviour, I am as the ""barren tree,""
Unworthy of the love Thou givest me;
And yet, oh, Lord, a little longer spare!
A little longer keep me in Thy care!
Forbear to say, ""Why cumbers it the ground?""
But let Thy love continue to abound.
Let heavenly grace within mine heart take root,
Spring up, and bear, through Thee, abundant fruit.
I know that Thou for years hast sheltered me,
I feel my deep indebtedness to Thee:
So spare me yet a little longer, Lord,
To grow in grace and beauty thro' Thy Word;
Ah! then, perchance, ere long the barren tree,
The richest of Thy fruits shall render Thee.",Religion
"I carry a cross in my pocket
A simple reminder to me
Of the fact that I am a Christian
No matter where I may be.

This little cross is not magic,
Nor is it a good luck charm
It isn't meant to protect me
From every physical harm.

It's not for identification
For all the world to see
It's simply an understanding
Between my Savior and me.",Religion
"It should have ended there,
the coach turning soft and orange,
her gown dissolving into a frothy cloud
around her shoulders,
the twelfth stroke of the clock in the tower
falling like a meteorite,
and the glass slipper slipping into the pond,
raising a bubble like a frog breathing.
Perhaps it is starting to rain.

It should have ended there,
the pumpkin at the gate,
and the neighbors’ only son staring in amazement,
riding out at dawn to work.",Mythology
"Time hath, my lord, a wallet at his back,
Wherein he puts alms for oblivion,
A great-sized monster of ingratitudes:
Those scraps are good deeds past; which are devour’d
As fast as they are made, forgot as soon
As done: perseverance, dear my lord,
Keeps honour bright: to have done is to hang
Quite out of fashion, like a rusty mail
In monumental mockery. Take the instant way;
For honour travels in a strait so narrow,
Where one but goes abreast: keep then the path;
For emulation hath a thousand sons
That one by one pursue: if you give way,
Or hedge aside from the direct forthright,
Like to an enter’d tide, they all rush by
And leave you hindmost;
Or like a gallant horse fall’n in first rank,
Lie there for pavement to the abject rear,
O’er-run and trampled on: then what they do in present,
Though less than yours in past, must o’ertop yours;
For time is like a fashionable host
That slightly shakes his parting guest by the hand,
And with his arms outstretch’d, as he would fly,
Grasps in the comer: welcome ever smiles,
And farewell goes out sighing. O, let not virtue seek
Remuneration for the thing it was;
For beauty, wit,
High birth, vigour of bone, desert in service,
Love, friendship, charity, are subjects all
To envious and calumniating time.",Mythology
"For thy heart beats of pain.
For it yearns for love
Yet, love is not on the scale
of gain.
For thy heart is slowly beating
away..
For the cries and heartache
seems to never end
For it is here to stay.
Through thy hidden fears..
only thy cries speaks very
loudly.
For at one time..it was disguised
with smiles very proudly.
Yet, no one seems to notice the pain
that grows inside of thee.
For thy have kneeled on thines
knees..asking...
'is this how it's gonna be? '
Trust
Devotion
and Love is not in the picture,
For trine heart is broken and
crushed into different measures and
mixtures.
For how thy pray to the heavens for
love.
For one can only wait for the
answer from way up above.
For thy love being in love....
but ones discovered that love don't
love thee.
For time has passed..love seems to
hide from thee.
How can this be?
For one feels that love is not meant
for thee.
Hoping
Wishing
and Praying that love is for thee.
Hopefully a miracle will come and
open thy eyes..So thy can see that
love is there for thee.
But until then...thy' Love Being In Love..
But Love Don't Love Thee",Love
"My own heart let me more have pity on; let
Me live to my sad self hereafter kind,
Charitable; not live this tormented mind
With this tormented mind tormenting yet.
I cast for comfort I can no more get
By groping round my comfortless, than blind
Eyes in their dark can day or thirst can find
Thirst's all-in-all in all a world of wet.

Soul, self; come, poor Jackself, I do advise
You, jaded, let be; call off thoughts awhile
Elsewhere; leave comfort root-room; let joy size
At God knows when to God knows what; whose smile
's not wrung, see you; unforeseen times rather â€” as skies
Betweenpie mountains â€” lights a lovely mile.",Religion
